finn_code,model_year,manufacturer,model,km,power,gear,trans,first_reg,cylinder,fuel_type,price
138060974,2014,Volvo,S60,62500.0,114.0,Automat,FWD,2013,1.6,Diesel,219000
138061008,2018,Mercedes-Benz,A-Klasse,5000.0,163.0,Automat,FWD,2018,1.3,Bensin,399900
138060948,2016,Volvo,V60,65000.0,120.0,Automat,FWD,2015,2.0,Diesel,299000
138045445,2016,Audi,Q7,47000.0,272.0,Automat,AWD,,3.0,Diesel,839000
138061010,2009,Toyota,Prius,67700.0,99.0,Automat,FWD,2009,1.8,Bensin,99000
138060934,2018,Opel,Ampera,9800.0,204.0,Automat,FWD,2018,,Elektrisitet,388000
138060870,2007,Toyota,RAV4,155600.0,136.0,Manuell,AWD,2007,2.2,Diesel,109000
138060936,2014,Opel,Insignia,68108.0,163.0,Automat,AWD,2014,2.0,Diesel,289900
138060855,2015,Volvo,V60,71700.0,114.0,Automat,FWD,2014,1.6,Diesel,239000
138060867,2017,BMW,2-serie,17000.0,224.0,Automat,AWD,2017,1.5,Hybrid,359000
138060876,2014,Peugeot,308,54000.0,92.0,Manuell,FWD,2014,1.6,Diesel,149000
138056593,2002,BMW,3-serie,318276.0,105.0,Manuell,RWD,2002,1895.0,Bensin,10618
138060788,2017,Toyota,Yaris,45100.0,100.0,Automat,FWD,2017,1.5,Hybrid,219000
138056409,2019,Volvo,XC 60,5700.0,390.0,Automat,AWD,2018,2.0,Hybrid,5830
137340861,2017,Suzuki,Swift,25250.0,90.0,Manuell,AWD,2017,1242.0,Hybrid,241098
138060839,2018,Audi,Q7,12600.0,258.0,Automat,AWD,2017,3.0,Hybrid,899900
138059964,2013,Audi,Q5,132000.0,143.0,Manuell,AWD,2013,2.0,Diesel,249000
138060676,2016,Volkswagen,Transporter,88988.0,204.0,Automat,AWD,2015,2.0,Bensin,349000
138060750,2018,Volvo,V60,15500.0,231.0,Automat,AWD,2017,2.4,Hybrid,459000
138060685,2015,Volvo,XC 70,91950.0,163.0,Automat,AWD,2015,2.4,Diesel,419000
138060690,2013,Mercedes-Benz,A-Klasse,78800.0,122.0,Automat,FWD,2013,1.6,Bensin,169800
138060670,2018,Nissan,Leaf,20.0,150.0,Automat,FWD,2018,0.0,Elektrisitet,319600
138060717,2018,Subaru,XV,9000.0,156.0,Automat,AWD,2017,2.0,Bensin,389000
137823902,2012,Audi,Q3,127000.0,177.0,Automat,AWD,2012,2.0,Diesel,219990
138060627,2017,Volvo,V60,62800.0,231.0,Automat,AWD,2016,2.4,Hybrid,359000
138060607,2018,Audi,Q7,48000.0,258.0,Automat,AWD,2017,3.0,Hybrid,849000
138052882,2002,Peugeot,Partner,231349.0,69.0,Manuell,FWD,2002,1.9,Diesel,17379
138060550,2005,Toyota,Corolla,102700.0,97.0,Manuell,FWD,,1398.0,Bensin,13118
138060406,2016,Toyota,,45000.0,150.0,,AWD,2016,2.4,Diesel,550000
138060417,2016,Volvo,V60,61300.0,231.0,Automat,AWD,2015,2.4,Hybrid,319000
138060468,2018,Mercedes-Benz,Sprinter,5000.0,163.0,Automat,RWD,2018,2.1,Diesel,569900
138060378,2016,Volvo,V60,31500.0,163.0,Automat,AWD,2016,2.4,Hybrid,389000
138060404,2017,Renault,Zoe,39000.0,108.0,Automat,FWD,2017,0.0,Elektrisitet,209000
138060401,2014,Nissan,,86000.0,109.0,Automat,FWD,2013,0.0,Elektrisitet,149000
138060313,2011,Volkswagen,Caddy Maxi,119000.0,102.0,Automat,FWD,,1.6,Diesel,89000
138060365,2013,Suzuki,SX4,74500.0,120.0,Manuell,AWD,2013,1.6,Bensin,149000
138060319,2015,Mercedes-Benz,A-Klasse,35000.0,122.0,Automat,FWD,2014,1.6,Bensin,219000
138060050,2013,Audi,A6 allroad,114000.0,245.0,Automat,AWD,,3.0,Diesel,399775
138060239,2017,Volvo,V60,43200.0,231.0,Automat,AWD,2016,2.4,Hybrid,409000
138059533,2000,Toyota,HiAce,199000.0,90.0,Manuell,RWD,,2.4,Diesel,18079
138060285,2016,Skoda,Superb,40650.0,150.0,Automat,FWD,2015,1.4,Bensin,359900
138060231,2011,Mercedes-Benz,Vito,209640.0,163.0,Automat,AWD,2011,2.1,Diesel,155000
138059934,2018,Kia,Rio,8000.0,100.0,Manuell,FWD,2018,,Bensin,199000
138060198,2018,Mercedes-Benz,GLC,15021.0,320.0,Automat,AWD,2018,2.0,Hybrid,628000
138060122,2010,Ford,Kuga,129680.0,140.0,Manuell,AWD,,1997.0,Diesel,78475
138056498,2000,Toyota,Avensis,330000.0,110.0,Manuell,FWD,2000,1995.0,Diesel,9900
138059968,2016,Volvo,V70,85300.0,150.0,Automat,FWD,2015,2.0,Diesel,299000
138060038,2016,Volvo,V60,65000.0,231.0,Automat,AWD,2015,2.4,Hybrid,324000
135117622,2019,Volkswagen,Golf,15.0,136.0,Automat,FWD,2018,,Elektrisitet,379000
138059981,2015,Volkswagen,UP!,37000.0,82.0,Automat,FWD,2015,,Elektrisitet,139000
138060023,2016,Volkswagen,UP!,44900.0,82.0,Automat,FWD,2016,,Elektrisitet,149000
138059977,2018,Volvo,XC 90,11500.0,407.0,Automat,AWD,2017,,Hybrid,849000
138059940,2014,Volkswagen,Golf,60000.0,105.0,Manuell,FWD,2013,1.6,Diesel,169000
138059000,2016,Toyota,Land Cruiser,46000.0,177.0,Automat,AWD,,2.8,Diesel,689049
133632914,2004,Audi,A3,221000.0,105.0,Manuell,FWD,2006,1896.0,Diesel,36594
138058322,2011,Volvo,XC 60,209500.0,163.0,Automat,AWD,2011,2.4,Diesel,249775
138059958,2013,BMW,6-serie,58600.0,313.0,Automat,AWD,2013,,Diesel,569000
138059869,2017,Volvo,V40,11681.0,122.0,Manuell,FWD,2017,2.0,Bensin,289900
138059794,2017,Suzuki,SX4 S-Cross,27500.0,120.0,Automat,AWD,2017,1.6,Diesel,309900
138059753,2018,Hyundai,Ioniq,6000.0,120.0,Automat,FWD,,0.0,Elektrisitet,298000
138059735,2017,Skoda,Superb,42887.0,120.0,Automat,FWD,2017,1.6,Diesel,349000
138048093,1995,Toyota,HiAce,313156.0,79.0,Manuell,RWD,1995,2.4,Diesel,26079
138059765,2012,Nissan,Leaf,85435.0,109.0,Automat,FWD,2012,,Elektrisitet,89900
138059779,2016,BMW,i3,28000.0,170.0,Automat,RWD,2016,,Elektrisitet,219000
138059689,2016,Nissan,e-NV200,12000.0,109.0,Automat,FWD,,0.0,Elektrisitet,219000
138059657,2016,Nissan,e-NV200,6000.0,109.0,Automat,FWD,2016,0.0,Elektrisitet,219000
138059639,2017,Audi,A3,16612.0,116.0,Automat,FWD,2017,1.0,Bensin,288900
138059686,2014,Volkswagen,Golf,119415.0,105.0,Manuell,AWD,2014,1.6,Diesel,169000
138059679,2007,Toyota,HiLux,140387.0,120.0,Manuell,AWD,,2494.0,Diesel,32794
138059625,2010,Nissan,Qashqai +2,149000.0,150.0,Automat,AWD,2010,,Diesel,168000
138059574,2011,Opel,Insignia,40000.0,131.0,Automat,FWD,2011,,Diesel,168000
138059629,2014,Peugeot,Partner,58300.0,90.0,Automat,FWD,2014,1.6,Diesel,109000
138059549,2005,Toyota,RAV4,250500.0,116.0,Manuell,AWD,2005,2.0,Diesel,39618
138053468,2000,Audi,A4,359000.0,110.0,Manuell,AWD,2004,1896.0,Diesel,24618
138059567,2012,Nissan,Leaf,117880.0,109.0,Automat,FWD,2012,,Elektrisitet,84900
138054892,2016,Tesla,Model S,58000.0,332.0,Automat,AWD,2016,,Elektrisitet,599000
138059540,2018,Volvo,V90 Cross Country,12600.0,190.0,Automat,AWD,2017,2.0,Diesel,699000
138059531,2016,Hyundai,i40,90500.0,141.0,Automat,FWD,2015,1.7,Diesel,209000
138055293,2008,Toyota,Avensis,171000.0,126.0,Manuell,FWD,2008,2.0,Diesel,45000
138059382,2012,Toyota,Yaris,72531.0,75.0,Automat,FWD,2012,1.5,Hybrid,129900
138059355,2011,Toyota,Prius,90000.0,99.0,Automat,FWD,2011,1.8,Hybrid,119000
138059411,2017,Volkswagen,Sharan,40190.0,150.0,Automat,FWD,2016,2.0,Diesel,458000
138059373,2018,Volvo,XC 90,37025.0,235.0,Automat,AWD,2017,2.0,Diesel,859000
138058713,2011,BMW,X3,131000.0,163.0,Automat,AWD,2011,2.0,Diesel,249000
76969442,2010,BMW,3-serie,163500.0,170.0,Automat,RWD,2013,2.0,Bensin,149000
138059271,2007,Mercedes-Benz,M-Klasse,308000.0,190.0,Automat,AWD,2006,,Diesel,158000
138056449,2009,Ford,Focus,138500.0,109.0,Manuell,FWD,,1.6,Diesel,89900
138059282,2018,Mercedes-Benz,GLA,7350.0,122.0,Automat,FWD,2018,1.6,Bensin,439000
138059283,2018,Volvo,V90,22700.0,190.0,Automat,AWD,2017,2.0,Diesel,629000
138059263,2015,Nissan,Leaf,48000.0,109.0,Automat,FWD,2015,,Elektrisitet,169000
138059348,2018,Volvo,V90,15600.0,190.0,Automat,AWD,2017,2.0,Diesel,639000
138058113,2007,Kia,Picanto,88000.0,64.0,Automat,FWD,2007,1.1,Bensin,45000
138059343,2016,BMW,i3,28500.0,170.0,Automat,RWD,2015,,Elektrisitet,199000
138059275,2016,BMW,3-serie,42714.0,252.0,Automat,RWD,2016,,Bensin,359000
138059241,2012,Hyundai,i30,140000.0,110.0,Manuell,FWD,2012,,Diesel,68000
133052027,2007,Volkswagen,Caravelle,253000.0,131.0,Automat,FWD,2006,2.5,Diesel,116594
138053889,2009,Toyota,Yaris,63500.0,87.0,Manuell,FWD,2010,1298.0,Bensin,53000
138059175,2018,Ford,Kuga,10455.0,179.0,Automat,AWD,2018,2.0,Diesel,489500
138059164,2016,Volvo,XC 60,44054.0,163.0,Automat,AWD,2015,2.4,Diesel,479000
138059182,2016,Volvo,XC 60,44468.0,163.0,Automat,AWD,2015,2.4,Diesel,489000
138059083,2016,Volvo,XC 60,46961.0,163.0,Automat,AWD,2015,2.4,Diesel,485000
138059140,2014,Mercedes-Benz,E-Klasse,72000.0,136.0,Automat,RWD,2014,2.1,Diesel,338000
138059102,2016,Volvo,XC 60,49760.0,163.0,Automat,AWD,2015,2.4,Diesel,479000
107971937,2005,Mitsubishi,Outlander,150000.0,136.0,Manuell,AWD,2005,2.0,Bensin,7569
138059096,2013,Volkswagen,Touran,24000.0,105.0,Manuell,FWD,2013,1.6,Diesel,145000
138059136,2013,Hyundai,i20,133000.0,84.0,Manuell,FWD,2012,1.2,Bensin,69000
138059069,2016,BMW,3-serie,41500.0,184.0,Automat,AWD,2015,2.0,Bensin,425000
138058992,2012,Nissan,Juke,56000.0,110.0,Manuell,FWD,2012,1.5,Diesel,85000
138059004,2017,BMW,i3,22000.0,170.0,Automat,RWD,2017,,Elektrisitet,319000
138058863,2009,BMW,1-serie,123000.0,143.0,Manuell,RWD,2009,,Bensin,118000
138058923,2011,Volkswagen,Golf,90000.0,90.0,Manuell,FWD,2010,1.6,Diesel,89000
138053949,1996,Volkswagen,Transporter,248000.0,68.0,Manuell,RWD,2007,1.9,Diesel,15079
127786269,2008,Toyota,Land Cruiser,256000.0,173.0,Automat,AWD,2009,3.0,Diesel,262719
138058864,2016,Volkswagen,Golf,52912.0,150.0,Manuell,AWD,2016,2.0,Diesel,245900
138058909,2012,Nissan,Qashqai,81000.0,110.0,Manuell,FWD,2012,,Diesel,129950
138058750,2018,Toyota,Yaris,2900.0,100.0,Automat,FWD,,1.5,Hybrid,198000
138058753,2012,Renault,Trafic,173400.0,114.0,Manuell,FWD,2012,2.0,Diesel,99000
138052344,2015,Tesla,Model S,99950.0,367.0,Automat,RWD,2015,,Elektrisitet,399999
138058830,2017,Volvo,V90,20282.0,150.0,Automat,AWD,2017,2.0,Diesel,544000
138058707,2018,Toyota,Yaris,3600.0,100.0,Automat,FWD,2018,1.5,Hybrid,198000
138053459,2005,Audi,A3,237500.0,102.0,Manuell,FWD,2005,1.6,Bensin,27618
138058731,2017,Volvo,V90,32500.0,235.0,Automat,AWD,2016,2.0,Diesel,589000
138058647,2013,Mitsubishi,i-Miev,90000.0,48.0,Automat,RWD,2013,,Elektrisitet,79000
138058741,2014,Nissan,Leaf,83342.0,109.0,Automat,FWD,2014,,Elektrisitet,149000
138058602,2015,Toyota,Prius+ Seven,72000.0,136.0,Automat,FWD,2015,1.8,Hybrid,248000
138058619,2015,Nissan,Leaf,32200.0,109.0,Automat,FWD,2015,,Elektrisitet,159000
138058580,2012,Mercedes-Benz,E-Klasse,337530.0,204.0,Automat,AWD,2012,2.1,Diesel,199000
138053157,2004,Subaru,Forester,169516.0,125.0,Manuell,AWD,2005,1994.0,Bensin,44618
138058630,2014,Peugeot,Expert,193600.0,128.0,Manuell,AWD,,1997.0,Diesel,23794
138058526,2007,Ford,S-MAX,137000.0,131.0,Automat,FWD,2007,,Diesel,88000
138058458,2016,Peugeot,2008,33284.0,110.0,Automat,FWD,2016,1.2,Bensin,219000
138058523,2016,Volvo,XC 60,67000.0,215.0,Automat,AWD,2015,2.4,Diesel,489900
138058449,2011,Ford,Grand C-MAX,95000.0,95.0,Manuell,FWD,2011,1.6,Diesel,98000
138058432,2008,Citroen,C4 Picasso,139000.0,109.0,Automat,FWD,2008,1.6,Diesel,88000
138058386,2017,Volkswagen,Golf,44983.0,150.0,Manuell,AWD,2017,2.0,Diesel,319000
138058346,2018,Skoda,Superb,6500.0,220.0,Automat,FWD,2018,2.0,Bensin,499900
138058279,2015,Ford,Fiesta,22022.0,140.0,Manuell,FWD,2015,1.0,Bensin,169900
138058339,2016,Mercedes-Benz,CLA,116500.0,177.0,Automat,AWD,2015,2.1,Diesel,275000
138058327,2015,Nissan,Leaf,38050.0,109.0,Automat,FWD,2014,0.0,Elektrisitet,159000
138058370,2016,BMW,i3,40000.0,170.0,Automat,RWD,2015,,Elektrisitet,219000
138052808,2014,BMW,i3,34300.0,170.0,Automat,RWD,2014,,Elektrisitet,165000
138058271,2018,Mazda,3,17117.0,105.0,Automat,FWD,2018,1.5,Diesel,258000
138058239,2018,Skoda,Fabia,6300.0,110.0,Automat,FWD,2018,1.0,Bensin,238990
138058277,2007,BMW,3-serie,141300.0,129.0,Automat,RWD,2007,2.0,Bensin,89000
121101698,2018,BMW,M2,9700.0,370.0,Automat,RWD,2017,3.0,Bensin,779000
138058130,2016,Volkswagen,Golf,34138.0,110.0,Manuell,AWD,2015,1.6,Diesel,249900
138058157,2016,Volvo,XC 60,39300.0,163.0,Automat,AWD,2015,2.4,Diesel,479000
138058180,2007,Toyota,Corolla,208000.0,90.0,Manuell,FWD,2007,1.4,Diesel,29000
138058147,2014,Nissan,Leaf,76000.0,109.0,Automat,FWD,2014,0.0,Elektrisitet,149900
138058171,2011,Volkswagen,Transporter,133000.0,140.0,Manuell,AWD,,1968.0,Diesel,104275
138058064,2011,Ford,Fiesta,74867.0,68.0,Manuell,FWD,2011,1.4,Diesel,95000
138058060,2018,Opel,Ampera,5900.0,204.0,Automat,FWD,2018,,Elektrisitet,399000
138053252,2002,Nissan,X-Trail,184000.0,140.0,Automat,AWD,2002,1998.0,Bensin,11618
138057963,2016,Volvo,V40 Cross Country,48307.0,120.0,Automat,FWD,2015,2.0,Diesel,279000
138057837,2018,Volvo,V90,14100.0,407.0,Automat,AWD,2018,2.0,Hybrid,689000
138057897,2017,Volkswagen,Passat,43945.0,125.0,Manuell,FWD,2017,1.4,Bensin,309000
138057906,2018,Peugeot,2008,1320.0,110.0,Automat,FWD,2018,1.2,Bensin,255900
138057905,2015,BMW,3-serie,65900.0,163.0,Automat,AWD,2015,2.0,Diesel,389000
138057918,2017,Volkswagen,Golf,21670.0,116.0,Automat,FWD,2016,,Elektrisitet,259000
138057892,2011,Mercedes-Benz,E-Klasse,92390.0,184.0,Automat,RWD,2010,,Bensin,289900
138053235,2006,Volkswagen,Golf,206637.0,105.0,Manuell,FWD,2009,1.9,Diesel,31594
138057805,2018,Volkswagen,Arteon,27400.0,280.0,Automat,AWD,2017,2.0,Bensin,569900
138057738,2017,Audi,Q5,24500.0,252.0,Automat,AWD,2017,2.0,Bensin,789900
138057657,2016,Volvo,XC 60,60100.0,163.0,Automat,AWD,2016,2.4,Diesel,469000
138057712,2015,Volkswagen,Tiguan,78167.0,140.0,Automat,AWD,2014,2.0,Diesel,328500
138057729,2014,Audi,A3,48637.0,105.0,Manuell,FWD,2014,1.2,Bensin,159000
138057625,2018,Volkswagen,Passat Alltrack,25160.0,190.0,Automat,AWD,2017,2.0,Diesel,524800
138057602,2018,Volvo,V90,16058.0,235.0,Automat,AWD,2017,2.0,Diesel,679000
138057646,2019,Mercedes-Benz,C-Klasse,5000.0,194.0,Automat,AWD,2018,1994.0,Diesel,689000
138057560,2015,Volkswagen,Golf,47000.0,115.0,Automat,FWD,,0.0,Elektrisitet,189900
138057552,2017,Mercedes-Benz,C-Klasse,37189.0,279.0,Automat,RWD,,1991.0,Hybrid,305861
138057503,2017,Opel,Astra,23900.0,200.0,Automat,FWD,2017,,Bensin,335000
138057405,2015,Peugeot,3008,32370.0,120.0,Automat,FWD,2015,1.6,Diesel,229000
138057423,2013,Fiat,Doblo,88000.0,90.0,Manuell,FWD,2013,1.2,Diesel,59900
138050243,2007,Nissan,Qashqai,170000.0,141.0,Automat,AWD,2007,2.0,Bensin,89000
138057403,2012,Ford,Transit,69000.0,155.0,Manuell,RWD,2012,2.2,Diesel,249000
138057435,2018,Volvo,V90,13850.0,421.0,Automat,AWD,2017,2.0,Hybrid,699000
138057432,2015,Mitsubishi,Outlander,45525.0,202.0,Automat,AWD,2015,2.0,Bensin,269000
138057327,2019,Audi,A6,19.0,231.0,Automat,AWD,2018,3.0,Diesel,899900
138057333,2016,Volvo,XC 60,45100.0,163.0,Automat,AWD,2015,2.4,Diesel,499000
138055587,2015,Tesla,Model S,55000.0,700.0,Automat,AWD,2015,,Elektrisitet,649000
138057161,2017,Volvo,XC 60,32200.0,163.0,Automat,AWD,2016,2.4,Diesel,529000
138057177,2010,Mercedes-Benz,GLK,153330.0,170.0,Automat,AWD,2009,2.1,Diesel,239000
138057147,2019,Nissan,Leaf,7.0,109.0,Automat,FWD,2018,0.1,Elektrisitet,235900
138057130,2018,Volkswagen,Golf,34000.0,136.0,Automat,FWD,,,Elektrisitet,309000
138057122,2018,Volkswagen,Golf,19000.0,136.0,Automat,FWD,,,Elektrisitet,309000
138057060,2018,Ford,Transit Connect,17000.0,120.0,Automat,FWD,2018,1.5,Diesel,269000
138057050,2019,Nissan,Leaf,7.0,109.0,Automat,FWD,2018,0.1,Elektrisitet,235900
138057106,2016,Ford,Mondeo,79500.0,150.0,Automat,FWD,2015,2.0,Diesel,299000
138056093,2018,Toyota,Yaris,8251.0,100.0,Automat,FWD,2018,1.5,Hybrid,238000
138056900,2018,Volvo,XC 90,38900.0,235.0,Automat,AWD,2017,2.0,Diesel,859000
138056947,2016,Volvo,V60 Cross Country,114300.0,150.0,Manuell,FWD,2015,2.0,Diesel,239000
138056878,2011,Volkswagen,Tiguan,160000.0,140.0,Automat,AWD,2011,2.0,Diesel,202775
138056825,2016,Volkswagen,Golf,48475.0,204.0,Automat,FWD,2015,1.4,Hybrid,259000
138056803,2018,Kia,Niro,9759.0,141.0,Automat,FWD,2018,1.6,Hybrid,309900
138056811,2019,Nissan,Leaf,7.0,109.0,Automat,FWD,2018,0.1,Elektrisitet,235900
138056800,2012,BMW,1-serie,66440.0,218.0,Automat,RWD,,1997.0,Bensin,181019
138056859,2018,Hyundai,i20,7900.0,101.0,Manuell,FWD,2017,,Bensin,179000
138056726,2012,Nissan,Navara,81800.0,190.0,Manuell,AWD,2012,2.5,Diesel,199000
138056651,2006,Mercedes-Benz,E-Klasse,234000.0,150.0,Automat,RWD,2005,,Diesel,65000
138056649,2005,Subaru,Forester,221200.0,125.0,Automat,AWD,2005,2.0,Bensin,49618
138056664,2013,Citroen,C4 Aircross,80200.0,114.0,Manuell,AWD,2013,1.6,Diesel,158775
138056662,2019,Nissan,Leaf,7.0,109.0,Automat,FWD,2018,0.1,Elektrisitet,235900
138052640,2006,Volkswagen,Caddy,350168.0,105.0,Manuell,FWD,2005,1.9,Diesel,17063
137985115,1989,Audi,90,270000.0,136.0,Automat,FWD,,2.3,Bensin,15000
138056639,2011,Fiat,Doblo,97122.0,105.0,Manuell,FWD,,1598.0,Diesel,84719
138056569,2004,BMW,5-serie,177000.0,192.0,Automat,RWD,2004,2.5,Bensin,78000
138056540,2015,Mercedes-Benz,Vito,57655.0,114.0,Manuell,FWD,2015,1.6,Diesel,199000
138056525,2018,Volvo,XC 90,13900.0,407.0,Automat,AWD,2017,2.0,Hybrid,899000
138056538,2008,Mercedes-Benz,Sprinter,275974.0,184.0,Manuell,RWD,,3.0,Diesel,46294
138056439,2018,Hyundai,Ioniq,50.0,120.0,Automat,FWD,,0.0,Elektrisitet,299000
138056332,2015,Audi,A4 allroad,62000.0,190.0,Automat,AWD,,2.0,Diesel,399800
138046789,2012,Ford,Fiesta,78617.0,95.0,Manuell,FWD,2012,1.6,Diesel,101696
138056428,2015,Renault,Zoe,54000.0,30.0,Manuell,FWD,2015,,Elektrisitet,149000
138056437,2019,Volkswagen,Golf,10.0,136.0,Automat,FWD,,0.0,Elektrisitet,345000
138056307,2015,Volkswagen,Transporter,65039.0,115.0,Manuell,FWD,2014,2.0,Diesel,199000
138056318,2018,Volvo,V60,24700.0,233.0,Automat,AWD,2018,2.4,Hybrid,459000
138056374,2019,Volvo,V60,19000.0,190.0,Automat,FWD,2018,2.0,Diesel,579000
138056325,2015,Volkswagen,Beetle,35624.0,105.0,Manuell,FWD,2015,1.2,Bensin,189000
137816708,2016,Kia,Soul,84667.0,111.0,Automat,FWD,2015,,Elektrisitet,188800
138056331,2016,Renault,Captur,15000.0,90.0,Manuell,FWD,2016,,Bensin,164900
138056221,2016,Volkswagen,Transporter,70783.0,150.0,Automat,AWD,2015,2.0,Diesel,329000
138056251,2016,Volkswagen,Polo,42570.0,110.0,Manuell,FWD,2015,1.2,Bensin,169000
138056242,2018,Volkswagen,Golf,9852.0,136.0,Automat,FWD,2018,,Elektrisitet,359000
138056233,2010,Mercedes-Benz,Vito,101000.0,150.0,Automat,AWD,2010,2.1,Diesel,159900
138052105,2014,Volvo,V60,56711.0,114.0,Manuell,FWD,2014,1560.0,Diesel,202775
138056127,2014,Audi,A6,79860.0,204.0,Automat,AWD,2013,2.8,Bensin,349000
138056122,2016,Volkswagen,Transporter,31650.0,150.0,Manuell,AWD,2016,2.0,Diesel,319000
138056105,2017,Volkswagen,Amarok,51890.0,204.0,Automat,AWD,2016,3.0,Diesel,419000
138056144,2013,Volkswagen,Caddy,44137.0,102.0,Manuell,FWD,2013,1.6,Diesel,119000
138044040,2008,Hyundai,i30,237000.0,114.0,Manuell,FWD,,1.6,Diesel,18775
138056102,2014,Suzuki,SX4 S-Cross,44000.0,120.0,Manuell,AWD,2014,1.6,Bensin,209000
138056130,2015,Volkswagen,Golf Sportsvan,75169.0,150.0,Automat,FWD,2015,1.4,Bensin,209000
138056021,2015,BMW,3-serie,93019.0,163.0,Automat,AWD,2014,2.0,Diesel,318900
138056020,2012,Volkswagen,Sharan,114021.0,140.0,Manuell,AWD,2012,2.0,Diesel,299000
138056000,2017,Volvo,V60,57100.0,120.0,Automat,FWD,2017,2.0,Diesel,314000
138055992,2016,BMW,5-serie,110000.0,163.0,Automat,AWD,2015,2.0,Diesel,399000
138055927,2016,Volkswagen,Golf Alltrack,48904.0,179.0,Automat,AWD,2016,1.8,Bensin,339000
138055920,2015,Volkswagen,Amarok,92218.0,179.0,Automat,AWD,2015,2.0,Diesel,339000
138052023,2017,Kia,Niro,41000.0,141.0,Automat,FWD,2017,1.6,Hybrid,254000
138055876,2017,Peugeot,208,29102.0,110.0,Automat,FWD,2017,1.2,Bensin,189000
138055715,2017,Volvo,XC 60,45100.0,190.0,Automat,AWD,,2.0,Diesel,549900
138055681,2018,Nissan,Leaf,3100.0,150.0,Automat,FWD,2018,0.0,Elektrisitet,3499
138051946,2010,BMW,1-serie,54400.0,116.0,Manuell,RWD,2010,2.0,Diesel,109000
138035928,1970,Ford,,123456.0,,Manuell,FWD,1970,1.3,Bensin,66347
138055680,2015,Volkswagen,Passat,62000.0,190.0,Automat,AWD,2015,2.0,Diesel,349000
138055704,2016,Ford,Focus,72994.0,120.0,Automat,FWD,2015,1.5,Diesel,254000
138055589,2016,Audi,A3,59830.0,204.0,Automat,FWD,2015,1.4,Hybrid,244000
138055570,2016,Ford,Kuga,39031.0,150.0,Automat,AWD,2015,2.0,Diesel,358900
138055651,2018,Mitsubishi,Outlander,100.0,202.0,Automat,AWD,2018,2.0,Hybrid,429000
138055585,2017,Ford,S-MAX,216000.0,179.0,Automat,AWD,2016,2.0,Diesel,329000
138054858,2013,Nissan,Leaf,22607.0,109.0,Automat,FWD,2013,,Elektrisitet,99000
138055490,2017,Volvo,V60,49200.0,120.0,Automat,FWD,2017,2.0,Diesel,319000
131739384,2017,Nissan,X-Trail,26477.0,130.0,Manuell,AWD,2017,1.6,Diesel,381161
137780258,2008,Toyota,Avensis,181200.0,126.0,Manuell,FWD,2007,2.0,Diesel,47000
138055442,2018,Mitsubishi,Outlander,100.0,202.0,Automat,AWD,2018,2.0,Hybrid,429000
138055402,2017,Ford,Transit Connect,22500.0,101.0,Manuell,FWD,2017,1.5,Diesel,179000
138055421,2008,Volvo,XC 70,249800.0,185.0,Manuell,AWD,2007,2.4,Diesel,149000
138054625,2012,Opel,Insignia,180000.0,160.0,Automat,AWD,,2.0,Diesel,198000
138055219,2013,Mazda,CX-5,112000.0,150.0,Manuell,AWD,2013,2.2,Diesel,189000
138055224,2002,BMW,3-serie,290000.0,150.0,Automat,RWD,2002,2.0,Diesel,19594
138055215,2015,Nissan,Leaf,54200.0,109.0,Automat,FWD,2015,,Elektrisitet,149000
138050795,2007,Audi,A4,217100.0,140.0,Manuell,AWD,2007,2.0,Diesel,74618
138047818,2003,Ford,Fiesta,104822.0,80.0,Manuell,FWD,2003,1.4,Bensin,21500
138051224,2006,Toyota,Avensis,202000.0,147.0,Automat,FWD,2006,1998.0,Bensin,50618
138055256,2018,Nissan,Leaf,100.0,150.0,Automat,FWD,,,Elektrisitet,329000
138055138,2017,Volvo,V60,46200.0,233.0,Automat,AWD,2017,2.4,Hybrid,384000
138051316,2002,Peugeot,206,189000.0,109.0,Manuell,FWD,2011,1.6,Bensin,9594
137981007,2011,Nissan,Pathfinder,216802.0,190.0,Automat,AWD,2010,2.5,Diesel,166294
138055039,2014,Peugeot,Partner,145000.0,90.0,Manuell,AWD,2014,1.6,Diesel,79900
138055060,2016,Opel,Corsa,39000.0,90.0,Manuell,FWD,2016,1.0,Bensin,139000
138055041,2018,Volkswagen,Touareg,21000.0,286.0,Automat,AWD,2018,3.0,Diesel,1050000
136341387,2007,Volkswagen,Golf,137000.0,170.0,Manuell,FWD,2007,1.4,Bensin,69000
138054926,2017,Mazda,CX-5,36251.0,160.0,Automat,AWD,2017,2.0,Bensin,385000
138054932,2016,Mitsubishi,Outlander,41000.0,202.0,Automat,AWD,2015,2.0,Hybrid,349000
138054872,2013,Peugeot,208,100000.0,68.0,Manuell,FWD,2013,1.0,Bensin,68000
138054871,2017,Peugeot,308,43000.0,131.0,Automat,FWD,2017,1.2,Bensin,239000
138049995,2004,Toyota,HiAce,201866.0,102.0,Manuell,AWD,2004,2.5,Diesel,26079
138054854,2017,Volkswagen,Tiguan,41500.0,150.0,Automat,AWD,2016,2.0,Diesel,409900
138054054,2009,Opel,Zafira,166400.0,110.0,Manuell,FWD,,1.7,Diesel,49000
138054805,2013,Subaru,XV,28000.0,150.0,Automat,AWD,2013,2.0,Bensin,239000
138047820,1999,Mitsubishi,L200,203000.0,99.0,Manuell,AWD,1999,2477.0,Diesel,36660
